28,31,130,68.12
24,28,143,127.89
28,20,136,89.03
32,34,130.5,78.28
22,15,125,134.08
26,37,147.5,135.31
24,19,135,130.48
28,22,125,86.48
24,26,127,129.47
30,21,139,82.43
22,20,121.5,127.41
30,38,150.5,71.21
24,17,120,132.06
26,20,125,90.85
